dataset,mode,window_length,target_sampling_rate_assumed,original_sampling_rate_hint,recordings_checked,fs_mean,fs_median,fs_std,dt_min,dt_max,duplicate_timestamps,irregular_timestamps,source_path,warning
umafall,raw_timestamp,not applicable,50.0,UMAFall SensorTag wrist streams are treated as about 20 Hz and resampled to 50 Hz by timestamp interpolation.,1,20.10524895425719,20.408163265306122,46.771978951860305,0.002,0.115,0,50,C:\Users\ADMIN\Desktop\ds-fall\data\raw\UMAFall\UMAFall_Subject_02_ADL_Aplausing_1_2017-04-26_19-47-07.csv,
umafall,raw_timestamp,not applicable,50.0,UMAFall SensorTag wrist streams are treated as about 20 Hz and resampled to 50 Hz by timestamp interpolation.,1,20.13785646709015,20.408163265306122,9.503505203226846,0.006,0.114,0,18,C:\Users\ADMIN\Desktop\ds-fall\data\raw\UMAFall\UMAFall_Subject_02_ADL_Bending_1_2016-06-13_20-25-34.csv,
umafall,raw_timestamp,not applicable,50.0,UMAFall SensorTag wrist streams are treated as about 20 Hz and resampled to 50 Hz by timestamp interpolation.,1,20.103543333557457,20.408163265306122,45.302407977533406,0.003,0.107,0,49,C:\Users\ADMIN\Desktop\ds-fall\data\raw\UMAFall\UMAFall_Subject_02_ADL_HandsUp_1_2017-04-26_19-42-49.csv,
umafall,raw_timestamp,not applicable,50.0,UMAFall SensorTag wrist streams are treated as about 20 Hz and resampled to 50 Hz by timestamp interpolation.,1,20.05518540951612,20.408163265306122,3.649872462186836,0.016,0.109,0,19,C:\Users\ADMIN\Desktop\ds-fall\data\raw\UMAFall\UMAFall_Subject_02_ADL_Hopping_1_2016-06-13_20-37-40.csv,
umafall,raw_timestamp,not applicable,50.0,UMAFall SensorTag wrist streams are treated as about 20 Hz and resampled to 50 Hz by timestamp interpolation.,1,20.095758311416816,20.408163265306122,37.447907376441336,0.003,0.108,0,50,C:\Users\ADMIN\Desktop\ds-fall\data\raw\UMAFall\UMAFall_Subject_02_ADL_Jogging_1_2016-06-13_20-40-29.csv,
umafall,raw_timestamp,not applicable,50.0,UMAFall SensorTag wrist streams are treated as about 20 Hz and resampled to 50 Hz by timestamp interpolation.,1,20.21499560543574,20.408163265306122,24.236232201614566,0.004,0.116,0,30,C:\Users\ADMIN\Desktop\ds-fall\data\raw\UMAFall\UMAFall_Subject_02_ADL_LyingDown_OnABed_1_2016-06-13_20-32-16.csv,
umafall,raw_timestamp,not applicable,50.0,UMAFall SensorTag wrist streams are treated as about 20 Hz and resampled to 50 Hz by timestamp interpolation.,1,20.15745893850957,20.408163265306122,49.38118554054901,0.002,0.131,0,66,C:\Users\ADMIN\Desktop\ds-fall\data\raw\UMAFall\UMAFall_Subject_02_ADL_MakingACall_1_2017-04-26_19-40-37.csv,
umafall,raw_timestamp,not applicable,50.0,UMAFall SensorTag wrist streams are treated as about 20 Hz and resampled to 50 Hz by timestamp interpolation.,1,20.168634064080948,20.408163265306122,45.19822854766635,0.003,0.106,0,41,C:\Users\ADMIN\Desktop\ds-fall\data\raw\UMAFall\UMAFall_Subject_02_ADL_OpeningDoor_1_2017-04-26_19-45-05.csv,
umafall,raw_timestamp,not applicable,50.0,UMAFall SensorTag wrist streams are treated as about 20 Hz and resampled to 50 Hz by timestamp interpolation.,1,20.090035611099914,20.408163265306122,29.637004979262095,0.004,0.193,0,38,C:\Users\ADMIN\Desktop\ds-fall\data\raw\UMAFall\UMAFall_Subject_02_ADL_Sitting_GettingUpOnAChair_1_2016-06-13_20-34-55.csv,
umafall,raw_timestamp,not applicable,50.0,UMAFall SensorTag wrist streams are treated as about 20 Hz and resampled to 50 Hz by timestamp interpolation.,1,20.06734006734007,20.408163265306122,22.719774608011026,0.003,0.136,0,19,C:\Users\ADMIN\Desktop\ds-fall\data\raw\UMAFall\UMAFall_Subject_02_ADL_Walking_1_2016-06-13_20-27-49.csv,
umafall,raw_timestamp,not applicable,50.0,UMAFall SensorTag wrist streams are treated as about 20 Hz and resampled to 50 Hz by timestamp interpolation.,1,20.12018094659375,20.408163265306122,18.43254013540661,0.005,0.149,0,22,C:\Users\ADMIN\Desktop\ds-fall\data\raw\UMAFall\UMAFall_Subject_02_Fall_backwardFall_1_2016-06-13_20-51-32.csv,
umafall,raw_timestamp,not applicable,50.0,UMAFall SensorTag wrist streams are treated as about 20 Hz and resampled to 50 Hz by timestamp interpolation.,1,20.095436521271594,20.408163265306122,13.989817907530014,0.005,0.11900000000000001,0,20,C:\Users\ADMIN\Desktop\ds-fall\data\raw\UMAFall\UMAFall_Subject_02_Fall_backwardFall_2_2016-06-13_20-52-16.csv,
umafall,raw_timestamp,not applicable,50.0,UMAFall SensorTag wrist streams are treated as about 20 Hz and resampled to 50 Hz by timestamp interpolation.,1,20.450037617126053,20.408163265306122,34.47965150538722,0.003,0.10400000000000001,0,35,C:\Users\ADMIN\Desktop\ds-fall\data\raw\UMAFall\UMAFall_Subject_02_Fall_backwardFall_3_2016-06-13_20-52-55.csv,
umafall,raw_timestamp,not applicable,50.0,UMAFall SensorTag wrist streams are treated as about 20 Hz and resampled to 50 Hz by timestamp interpolation.,1,20.097113568923657,20.408163265306122,27.924544431886407,0.004,0.107,0,36,C:\Users\ADMIN\Desktop\ds-fall\data\raw\UMAFall\UMAFall_Subject_02_Fall_backwardFall_4_2016-06-13_20-58-40.csv,
umafall,raw_timestamp,not applicable,50.0,UMAFall SensorTag wrist streams are treated as about 20 Hz and resampled to 50 Hz by timestamp interpolation.,1,19.96527777777778,20.408163265306122,64.7995181914798,0.001,0.355,0,24,C:\Users\ADMIN\Desktop\ds-fall\data\raw\UMAFall\UMAFall_Subject_02_Fall_backwardFall_5_2016-06-13_20-59-19.csv,
umafall,raw_timestamp,not applicable,50.0,UMAFall SensorTag wrist streams are treated as about 20 Hz and resampled to 50 Hz by timestamp interpolation.,1,20.09304834468343,20.408163265306122,31.81829342438113,0.003,0.113,0,27,C:\Users\ADMIN\Desktop\ds-fall\data\raw\UMAFall\UMAFall_Subject_02_Fall_backwardFall_6_2016-06-13_20-59-59.csv,
umafall,raw_timestamp,not applicable,50.0,UMAFall SensorTag wrist streams are treated as about 20 Hz and resampled to 50 Hz by timestamp interpolation.,1,20.153164046755343,20.408163265306122,14.560518863517627,0.004,0.10300000000000001,0,27,C:\Users\ADMIN\Desktop\ds-fall\data\raw\UMAFall\UMAFall_Subject_02_Fall_forwardFall_1_2016-06-13_20-43-52.csv,
umafall,raw_timestamp,not applicable,50.0,UMAFall SensorTag wrist streams are treated as about 20 Hz and resampled to 50 Hz by timestamp interpolation.,1,20.189701897018974,20.408163265306122,39.11077777636505,0.003,0.226,0,33,C:\Users\ADMIN\Desktop\ds-fall\data\raw\UMAFall\UMAFall_Subject_02_Fall_forwardFall_2_2016-06-13_20-45-53.csv,
umafall,raw_timestamp,not applicable,50.0,UMAFall SensorTag wrist streams are treated as about 20 Hz and resampled to 50 Hz by timestamp interpolation.,1,20.129694677114298,20.408163265306122,30.307809997594305,0.003,0.11,0,29,C:\Users\ADMIN\Desktop\ds-fall\data\raw\UMAFall\UMAFall_Subject_02_Fall_forwardFall_2_2016-06-13_20-48-20.csv,
umafall,raw_timestamp,not applicable,50.0,UMAFall SensorTag wrist streams are treated as about 20 Hz and resampled to 50 Hz by timestamp interpolation.,1,20.09813806547019,20.833333333333332,59.95621822781882,0.004,0.159,0,80,C:\Users\ADMIN\Desktop\ds-fall\data\raw\UMAFall\UMAFall_Subject_02_Fall_forwardFall_3_2016-06-13_20-47-36.csv,
umafall,raw_timestamp,not applicable,50.0,UMAFall SensorTag wrist streams are treated as about 20 Hz and resampled to 50 Hz by timestamp interpolation.,1,20.436060419656897,20.408163265306122,13.585498840217394,0.007,0.124,0,27,C:\Users\ADMIN\Desktop\ds-fall\data\raw\UMAFall\UMAFall_Subject_02_Fall_forwardFall_4_2016-06-13_20-53-39.csv,
umafall,raw_timestamp,not applicable,50.0,UMAFall SensorTag wrist streams are treated as about 20 Hz and resampled to 50 Hz by timestamp interpolation.,1,20.059235325794297,20.408163265306122,13.910507005936442,0.004,0.14200000000000002,0,26,C:\Users\ADMIN\Desktop\ds-fall\data\raw\UMAFall\UMAFall_Subject_02_Fall_forwardFall_5_2016-06-13_20-54-39.csv,
umafall,raw_timestamp,not applicable,50.0,UMAFall SensorTag wrist streams are treated as about 20 Hz and resampled to 50 Hz by timestamp interpolation.,1,20.44164900526424,20.408163265306122,15.548197304493685,0.006,0.105,0,30,C:\Users\ADMIN\Desktop\ds-fall\data\raw\UMAFall\UMAFall_Subject_02_Fall_forwardFall_6_2016-06-13_20-55-19.csv,
umafall,raw_timestamp,not applicable,50.0,UMAFall SensorTag wrist streams are treated as about 20 Hz and resampled to 50 Hz by timestamp interpolation.,1,20.079509467017047,20.408163265306122,3.1059787185277474,0.02,0.10200000000000001,0,14,C:\Users\ADMIN\Desktop\ds-fall\data\raw\UMAFall\UMAFall_Subject_02_Fall_lateralFall_1_2016-06-13_20-49-17.csv,
umafall,raw_timestamp,not applicable,50.0,UMAFall SensorTag wrist streams are treated as about 20 Hz and resampled to 50 Hz by timestamp interpolation.,1,20.079509467017047,20.408163265306122,33.0419394593867,0.004,0.157,0,34,C:\Users\ADMIN\Desktop\ds-fall\data\raw\UMAFall\UMAFall_Subject_02_Fall_lateralFall_2_2016-06-13_20-50-00.csv,
umafall,raw_timestamp,not applicable,50.0,UMAFall SensorTag wrist streams are treated as about 20 Hz and resampled to 50 Hz by timestamp interpolation.,1,20.166474927251812,20.408163265306122,5.158885656247025,0.013000000000000001,0.121,0,25,C:\Users\ADMIN\Desktop\ds-fall\data\raw\UMAFall\UMAFall_Subject_02_Fall_lateralFall_3_2016-06-13_20-50-52.csv,
umafall,raw_timestamp,not applicable,50.0,UMAFall SensorTag wrist streams are treated as about 20 Hz and resampled to 50 Hz by timestamp interpolation.,1,20.095758311416823,20.408163265306122,31.98429386524184,0.003,0.147,0,31,C:\Users\ADMIN\Desktop\ds-fall\data\raw\UMAFall\UMAFall_Subject_02_Fall_lateralFall_4_2016-06-13_20-56-03.csv,
umafall,raw_timestamp,not applicable,50.0,UMAFall SensorTag wrist streams are treated as about 20 Hz and resampled to 50 Hz by timestamp interpolation.,1,20.0994891099758,20.408163265306122,26.655260436385408,0.004,0.108,0,36,C:\Users\ADMIN\Desktop\ds-fall\data\raw\UMAFall\UMAFall_Subject_02_Fall_lateralFall_5_2016-06-13_20-56-57.csv,
umafall,raw_timestamp,not applicable,50.0,UMAFall SensorTag wrist streams are treated as about 20 Hz and resampled to 50 Hz by timestamp interpolation.,1,20.113390928725703,20.408163265306122,9.588306793779655,0.006,0.11,0,19,C:\Users\ADMIN\Desktop\ds-fall\data\raw\UMAFall\UMAFall_Subject_02_Fall_lateralFall_6_2016-06-13_20-57-48.csv,
umafall,raw_timestamp,not applicable,50.0,UMAFall SensorTag wrist streams are treated as about 20 Hz and resampled to 50 Hz by timestamp interpolation.,1,20.10219174398279,20.408163265306122,36.1658634118306,0.004,0.10400000000000001,0,48,C:\Users\ADMIN\Desktop\ds-fall\data\raw\UMAFall\UMAFall_Subject_03_ADL_Aplausing_1_2017-04-14_23-57-50.csv,
umafall,raw_timestamp,not applicable,50.0,UMAFall SensorTag wrist streams are treated as about 20 Hz and resampled to 50 Hz by timestamp interpolation.,1,20.01770273030571,20.408163265306122,47.228395523220804,0.003,0.113,0,45,C:\Users\ADMIN\Desktop\ds-fall\data\raw\UMAFall\UMAFall_Subject_03_ADL_HandsUp_1_2017-04-14_23-52-34.csv,
umafall,raw_timestamp,not applicable,50.0,UMAFall SensorTag wrist streams are treated as about 20 Hz and resampled to 50 Hz by timestamp interpolation.,1,20.17484868863484,20.408163265306122,39.34998145446965,0.004,0.10200000000000001,0,48,C:\Users\ADMIN\Desktop\ds-fall\data\raw\UMAFall\UMAFall_Subject_03_ADL_MakingACall_1_2017-04-14_23-49-17.csv,
umafall,raw_timestamp,not applicable,50.0,UMAFall SensorTag wrist streams are treated as about 20 Hz and resampled to 50 Hz by timestamp interpolation.,1,20.122484689413827,20.408163265306122,38.29741464072672,0.004,0.154,0,46,C:\Users\ADMIN\Desktop\ds-fall\data\raw\UMAFall\UMAFall_Subject_03_ADL_OpeningDoor_1_2017-04-14_23-55-44.csv,
umafall,raw_timestamp,not applicable,50.0,UMAFall SensorTag wrist streams are treated as about 20 Hz and resampled to 50 Hz by timestamp interpolation.,1,20.05788517197281,20.408163265306122,56.33628072601528,0.003,0.10400000000000001,0,66,C:\Users\ADMIN\Desktop\ds-fall\data\raw\UMAFall\UMAFall_Subject_03_ADL_Sitting_GettingUpOnAChair_1_2017-04-14_23-46-20.csv,
umafall,raw_timestamp,not applicable,50.0,UMAFall SensorTag wrist streams are treated as about 20 Hz and resampled to 50 Hz by timestamp interpolation.,1,20.055325034578146,20.408163265306122,69.0385842029472,0.003,0.14100000000000001,0,77,C:\Users\ADMIN\Desktop\ds-fall\data\raw\UMAFall\UMAFall_Subject_03_ADL_Walking_1_2017-04-14_23-44-16.csv,
umafall,raw_timestamp,not applicable,50.0,UMAFall SensorTag wrist streams are treated as about 20 Hz and resampled to 50 Hz by timestamp interpolation.,1,20.067114093959734,20.408163265306122,54.52904224422036,0.003,0.153,0,79,C:\Users\ADMIN\Desktop\ds-fall\data\raw\UMAFall\UMAFall_Subject_04_ADL_Aplausing_1_2016-12-03_17-50-30.csv,
umafall,raw_timestamp,not applicable,50.0,UMAFall SensorTag wrist streams are treated as about 20 Hz and resampled to 50 Hz by timestamp interpolation.,1,20.182864883169657,20.408163265306122,17.88372016338825,0.004,0.15,0,22,C:\Users\ADMIN\Desktop\ds-fall\data\raw\UMAFall\UMAFall_Subject_04_ADL_Bending_1_2016-06-13_12-56-21.csv,
umafall,raw_timestamp,not applicable,50.0,UMAFall SensorTag wrist streams are treated as about 20 Hz and resampled to 50 Hz by timestamp interpolation.,1,20.09678720258099,20.408163265306122,56.352276624599824,0.003,0.106,0,51,C:\Users\ADMIN\Desktop\ds-fall\data\raw\UMAFall\UMAFall_Subject_04_ADL_HandsUp_1_2016-12-03_17-48-37.csv,
umafall,raw_timestamp,not applicable,50.0,UMAFall SensorTag wrist streams are treated as about 20 Hz and resampled to 50 Hz by timestamp interpolation.,1,20.080862533692724,20.408163265306122,18.321374535264926,0.003,0.105,0,17,C:\Users\ADMIN\Desktop\ds-fall\data\raw\UMAFall\UMAFall_Subject_04_ADL_Hopping_1_2016-06-13_13-01-04.csv,
umafall,raw_timestamp,not applicable,50.0,UMAFall SensorTag wrist streams are treated as about 20 Hz and resampled to 50 Hz by timestamp interpolation.,1,20.194515736863437,20.408163265306122,14.351648539150185,0.004,0.108,0,22,C:\Users\ADMIN\Desktop\ds-fall\data\raw\UMAFall\UMAFall_Subject_04_ADL_Jogging_1_2016-06-13_13-07-16.csv,
umafall,raw_timestamp,not applicable,50.0,UMAFall SensorTag wrist streams are treated as about 20 Hz and resampled to 50 Hz by timestamp interpolation.,1,20.101180438448566,20.408163265306122,15.719177178557048,0.005,0.112,0,25,C:\Users\ADMIN\Desktop\ds-fall\data\raw\UMAFall\UMAFall_Subject_04_ADL_LyingDown_OnABed_1_2016-06-13_13-10-22.csv,
umafall,raw_timestamp,not applicable,50.0,UMAFall SensorTag wrist streams are treated as about 20 Hz and resampled to 50 Hz by timestamp interpolation.,1,20.243190000679302,20.408163265306122,42.1518179947016,0.003,0.108,0,71,C:\Users\ADMIN\Desktop\ds-fall\data\raw\UMAFall\UMAFall_Subject_04_ADL_MakingACall_1_2016-12-03_17-42-53.csv,
umafall,raw_timestamp,not applicable,50.0,UMAFall SensorTag wrist streams are treated as about 20 Hz and resampled to 50 Hz by timestamp interpolation.,1,19.95981245813798,20.408163265306122,50.26958697828749,0.003,0.159,0,60,C:\Users\ADMIN\Desktop\ds-fall\data\raw\UMAFall\UMAFall_Subject_04_ADL_OpeningDoor_1_2016-12-03_17-52-32.csv,
umafall,raw_timestamp,not applicable,50.0,UMAFall SensorTag wrist streams are treated as about 20 Hz and resampled to 50 Hz by timestamp interpolation.,1,20.036064916850332,20.408163265306122,3.4385450046891988,0.022,0.11900000000000001,0,22,C:\Users\ADMIN\Desktop\ds-fall\data\raw\UMAFall\UMAFall_Subject_04_ADL_Sitting_GettingUpOnAChair_1_2016-06-13_13-03-32.csv,
umafall,raw_timestamp,not applicable,50.0,UMAFall SensorTag wrist streams are treated as about 20 Hz and resampled to 50 Hz by timestamp interpolation.,1,20.061936178807056,20.408163265306122,23.183739723074318,0.004,0.134,0,27,C:\Users\ADMIN\Desktop\ds-fall\data\raw\UMAFall\UMAFall_Subject_04_ADL_Walking_1_2016-06-13_12-58-50.csv,
umafall,raw_timestamp,not applicable,50.0,UMAFall SensorTag wrist streams are treated as about 20 Hz and resampled to 50 Hz by timestamp interpolation.,1,20.053835800807537,20.408163265306122,39.59742449721458,0.003,0.1,0,32,C:\Users\ADMIN\Desktop\ds-fall\data\raw\UMAFall\UMAFall_Subject_04_Fall_backwardFall_1_2016-06-13_13-19-09.csv,
umafall,raw_timestamp,not applicable,50.0,UMAFall SensorTag wrist streams are treated as about 20 Hz and resampled to 50 Hz by timestamp interpolation.,1,20.15368023726072,20.408163265306122,36.649037140987815,0.003,0.152,0,28,C:\Users\ADMIN\Desktop\ds-fall\data\raw\UMAFall\UMAFall_Subject_04_Fall_backwardFall_2_2016-06-13_13-19-53.csv,
umafall,raw_timestamp,not applicable,50.0,UMAFall SensorTag wrist streams are treated as about 20 Hz and resampled to 50 Hz by timestamp interpolation.,1,20.487871728107447,20.408163265306122,32.984715952333616,0.003,0.106,0,30,C:\Users\ADMIN\Desktop\ds-fall\data\raw\UMAFall\UMAFall_Subject_04_Fall_backwardFall_3_2016-06-13_13-20-34.csv,
umafall,raw_timestamp,not applicable,50.0,UMAFall SensorTag wrist streams are treated as about 20 Hz and resampled to 50 Hz by timestamp interpolation.,1,19.252776842813866,20.833333333333332,115.064970288879,0.002,0.291,0,116,C:\Users\ADMIN\Desktop\ds-fall\data\raw\UMAFall\UMAFall_Subject_04_Fall_forwardFall_1_2016-06-13_13-13-23.csv,
umafall,raw_timestamp,not applicable,50.0,UMAFall SensorTag wrist streams are treated as about 20 Hz and resampled to 50 Hz by timestamp interpolation.,1,13.855095971884293,20.408163265306122,87.29032473607565,0.002,0.683,0,103,C:\Users\ADMIN\Desktop\ds-fall\data\raw\UMAFall\UMAFall_Subject_04_Fall_forwardFall_2_2016-06-13_13-14-43.csv,
umafall,raw_timestamp,not applicable,50.0,UMAFall SensorTag wrist streams are treated as about 20 Hz and resampled to 50 Hz by timestamp interpolation.,1,11.563429807952392,21.27659574468085,161.0246790952121,0.001,2.523,0,109,C:\Users\ADMIN\Desktop\ds-fall\data\raw\UMAFall\UMAFall_Subject_04_Fall_forwardFall_3_2016-06-13_13-15-30.csv,
umafall,raw_timestamp,not applicable,50.0,UMAFall SensorTag wrist streams are treated as about 20 Hz and resampled to 50 Hz by timestamp interpolation.,1,13.30268839671263,20.833333333333332,126.31840744029465,0.002,0.537,0,108,C:\Users\ADMIN\Desktop\ds-fall\data\raw\UMAFall\UMAFall_Subject_04_Fall_forwardFall_4_2016-06-13_13-21-38.csv,
umafall,raw_timestamp,not applicable,50.0,UMAFall SensorTag wrist streams are treated as about 20 Hz and resampled to 50 Hz by timestamp interpolation.,1,20.014825796886583,20.833333333333332,121.21221690974184,0.001,2.423,0,98,C:\Users\ADMIN\Desktop\ds-fall\data\raw\UMAFall\UMAFall_Subject_04_Fall_forwardFall_5_2016-06-13_13-22-20.csv,
umafall,raw_timestamp,not applicable,50.0,UMAFall SensorTag wrist streams are treated as about 20 Hz and resampled to 50 Hz by timestamp interpolation.,1,20.028227703474695,20.408163265306122,84.21301399539922,0.002,0.194,0,66,C:\Users\ADMIN\Desktop\ds-fall\data\raw\UMAFall\UMAFall_Subject_04_Fall_forwardFall_6_2016-06-13_13-23-05.csv,
umafall,raw_timestamp,not applicable,50.0,UMAFall SensorTag wrist streams are treated as about 20 Hz and resampled to 50 Hz by timestamp interpolation.,1,20.0474094141551,20.408163265306122,2.9923180601183557,0.023,0.1,0,22,C:\Users\ADMIN\Desktop\ds-fall\data\raw\UMAFall\UMAFall_Subject_04_Fall_lateralFall_1_2016-06-13_13-16-45.csv,
umafall,raw_timestamp,not applicable,50.0,UMAFall SensorTag wrist streams are treated as about 20 Hz and resampled to 50 Hz by timestamp interpolation.,1,20.0781565826708,20.408163265306122,15.412425147806015,0.004,0.10200000000000001,0,17,C:\Users\ADMIN\Desktop\ds-fall\data\raw\UMAFall\UMAFall_Subject_04_Fall_lateralFall_2_2016-06-13_13-17-31.csv,
umafall,raw_timestamp,not applicable,50.0,UMAFall SensorTag wrist streams are treated as about 20 Hz and resampled to 50 Hz by timestamp interpolation.,1,20.087630603303,20.408163265306122,18.53510731151909,0.003,0.106,0,17,C:\Users\ADMIN\Desktop\ds-fall\data\raw\UMAFall\UMAFall_Subject_04_Fall_lateralFall_3_2016-06-13_13-18-13.csv,
umafall,raw_timestamp,not applicable,50.0,UMAFall SensorTag wrist streams are treated as about 20 Hz and resampled to 50 Hz by timestamp interpolation.,1,20.10219174398279,20.408163265306122,43.20739256634595,0.004,0.105,0,48,C:\Users\ADMIN\Desktop\ds-fall\data\raw\UMAFall\UMAFall_Subject_05_ADL_Aplausing_1_2016-11-28_16-32-03.csv,
umafall,raw_timestamp,not applicable,50.0,UMAFall SensorTag wrist streams are treated as about 20 Hz and resampled to 50 Hz by timestamp interpolation.,1,20.171355326182283,20.408163265306122,14.248722432115438,0.004,0.1,0,25,C:\Users\ADMIN\Desktop\ds-fall\data\raw\UMAFall\UMAFall_Subject_05_ADL_Bending_1_2016-06-15_21-41-04.csv,
umafall,raw_timestamp,not applicable,50.0,UMAFall SensorTag wrist streams are treated as about 20 Hz and resampled to 50 Hz by timestamp interpolation.,1,20.01746490226372,20.408163265306122,39.437298640254745,0.004,0.117,0,58,C:\Users\ADMIN\Desktop\ds-fall\data\raw\UMAFall\UMAFall_Subject_05_ADL_HandsUp_1_2016-11-28_16-29-30.csv,
umafall,raw_timestamp,not applicable,50.0,UMAFall SensorTag wrist streams are treated as about 20 Hz and resampled to 50 Hz by timestamp interpolation.,1,20.18842530282638,20.408163265306122,29.556363700130063,0.003,0.14,0,36,C:\Users\ADMIN\Desktop\ds-fall\data\raw\UMAFall\UMAFall_Subject_05_ADL_Hopping_1_2016-06-15_21-47-41.csv,
umafall,raw_timestamp,not applicable,50.0,UMAFall SensorTag wrist streams are treated as about 20 Hz and resampled to 50 Hz by timestamp interpolation.,1,20.14553294704218,20.408163265306122,37.40302135868963,0.004,0.107,0,48,C:\Users\ADMIN\Desktop\ds-fall\data\raw\UMAFall\UMAFall_Subject_05_ADL_Jogging_1_2016-06-15_21-45-38.csv,
umafall,raw_timestamp,not applicable,50.0,UMAFall SensorTag wrist streams are treated as about 20 Hz and resampled to 50 Hz by timestamp interpolation.,1,20.117464389387703,20.408163265306122,20.291082657102155,0.004,0.112,0,23,C:\Users\ADMIN\Desktop\ds-fall\data\raw\UMAFall\UMAFall_Subject_05_ADL_LyingDown_OnABed_1_2016-06-15_21-52-40.csv,
umafall,raw_timestamp,not applicable,50.0,UMAFall SensorTag wrist streams are treated as about 20 Hz and resampled to 50 Hz by timestamp interpolation.,1,20.145044319097504,20.408163265306122,38.104232597172434,0.004,0.106,0,47,C:\Users\ADMIN\Desktop\ds-fall\data\raw\UMAFall\UMAFall_Subject_05_ADL_MakingACall_1_2016-11-28_16-27-25.csv,
umafall,raw_timestamp,not applicable,50.0,UMAFall SensorTag wrist streams are treated as about 20 Hz and resampled to 50 Hz by timestamp interpolation.,1,20.06846097053494,20.408163265306122,58.22875797560294,0.003,0.11,0,50,C:\Users\ADMIN\Desktop\ds-fall\data\raw\UMAFall\UMAFall_Subject_05_ADL_OpeningDoor_1_2016-11-28_16-34-11.csv,
umafall,raw_timestamp,not applicable,50.0,UMAFall SensorTag wrist streams are treated as about 20 Hz and resampled to 50 Hz by timestamp interpolation.,1,20.117069232321874,20.408163265306122,21.603775606247403,0.005,0.108,0,31,C:\Users\ADMIN\Desktop\ds-fall\data\raw\UMAFall\UMAFall_Subject_05_ADL_Sitting_GettingUpOnAChair_1_2016-06-15_21-49-55.csv,
umafall,raw_timestamp,not applicable,50.0,UMAFall SensorTag wrist streams are treated as about 20 Hz and resampled to 50 Hz by timestamp interpolation.,1,20.125193511476073,20.408163265306122,36.49071691453617,0.003,0.151,0,36,C:\Users\ADMIN\Desktop\ds-fall\data\raw\UMAFall\UMAFall_Subject_05_ADL_Walking_1_2016-06-15_21-43-41.csv,
umafall,raw_timestamp,not applicable,50.0,UMAFall SensorTag wrist streams are treated as about 20 Hz and resampled to 50 Hz by timestamp interpolation.,1,20.09813806547019,20.408163265306122,33.31223574226102,0.003,0.112,0,28,C:\Users\ADMIN\Desktop\ds-fall\data\raw\UMAFall\UMAFall_Subject_05_Fall_backwardFall_1_2016-06-15_21-30-13.csv,
umafall,raw_timestamp,not applicable,50.0,UMAFall SensorTag wrist streams are treated as about 20 Hz and resampled to 50 Hz by timestamp interpolation.,1,20.118422823307768,20.833333333333332,65.5498773417566,0.003,0.433,0,70,C:\Users\ADMIN\Desktop\ds-fall\data\raw\UMAFall\UMAFall_Subject_05_Fall_backwardFall_2_2016-06-15_21-30-54.csv,
umafall,raw_timestamp,not applicable,50.0,UMAFall SensorTag wrist streams are treated as about 20 Hz and resampled to 50 Hz by timestamp interpolation.,1,20.141939844542076,20.408163265306122,27.938623487947968,0.003,0.10200000000000001,0,30,C:\Users\ADMIN\Desktop\ds-fall\data\raw\UMAFall\UMAFall_Subject_05_Fall_backwardFall_3_2016-06-15_21-32-28.csv,
umafall,raw_timestamp,not applicable,50.0,UMAFall SensorTag wrist streams are treated as about 20 Hz and resampled to 50 Hz by timestamp interpolation.,1,20.094403236682403,20.408163265306122,30.491783068973124,0.004,0.145,0,33,C:\Users\ADMIN\Desktop\ds-fall\data\raw\UMAFall\UMAFall_Subject_05_Fall_backwardFall_4_2016-06-15_21-37-33.csv,
umafall,raw_timestamp,not applicable,50.0,UMAFall SensorTag wrist streams are treated as about 20 Hz and resampled to 50 Hz by timestamp interpolation.,1,20.20683086134168,20.833333333333332,51.83645574428051,0.004,0.195,0,65,C:\Users\ADMIN\Desktop\ds-fall\data\raw\UMAFall\UMAFall_Subject_05_Fall_backwardFall_5_2016-06-15_21-38-45.csv,
umafall,raw_timestamp,not applicable,50.0,UMAFall SensorTag wrist streams are treated as about 20 Hz and resampled to 50 Hz by timestamp interpolation.,1,20.20953024670497,20.408163265306122,14.320699023526918,0.005,0.101,0,28,C:\Users\ADMIN\Desktop\ds-fall\data\raw\UMAFall\UMAFall_Subject_05_Fall_backwardFall_6_2016-06-15_21-39-26.csv,
umafall,raw_timestamp,not applicable,50.0,UMAFall SensorTag wrist streams are treated as about 20 Hz and resampled to 50 Hz by timestamp interpolation.,1,20.173492031470648,20.408163265306122,4.037107022870638,0.017,0.105,0,20,C:\Users\ADMIN\Desktop\ds-fall\data\raw\UMAFall\UMAFall_Subject_05_Fall_forwardFall_1_2016-06-15_21-21-48.csv,
umafall,raw_timestamp_summary,not applicable,50.0,UMAFall SensorTag wrist streams are treated as about 20 Hz and resampled to 50 Hz by timestamp interpolation.,80,19.84412226193528,20.408163265306122,0.14545765131492588,0.001,2.523,0,3406,multiple,
