dataset,source_path,subject_id,trial_id,activity_id,class_dir,source_hz,target_hz,raw_samples,processed_samples,duration_seconds,effective_fs_before,effective_fs_after,resampling_method,timestamp_mode,acc_rows,gyro_rows
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user22\user22_adl4.csv,user22,user22_adl4,adl4,adl,20.0,25.0,980,1224,48.92,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,980,980
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user22\user22_adl5.csv,user22,user22_adl5,adl5,adl,20.0,25.0,695,868,34.68,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,695,695
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user22\user22_adl6.csv,user22,user22_adl6,adl6,adl,20.0,25.0,675,843,33.68,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,675,675
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user22\user22_adl7.csv,user22,user22_adl7,adl7,adl,20.0,25.0,910,1137,45.44,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,911,910
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user22\user22_adl8.csv,user22,user22_adl8,adl8,adl,20.0,25.0,243,303,12.08,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,244,243
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user22\user22_adl9.csv,user22,user22_adl9,adl9,adl,20.0,25.0,273,341,13.6,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,274,273
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user23\user23_adl1.csv,user23,user23_adl1,adl1,adl,20.0,25.0,398,497,19.84,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,398,398
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user23\user23_adl10.csv,user23,user23_adl10,adl10,adl,20.0,25.0,227,283,11.28,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,227,227
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user23\user23_adl11.csv,user23,user23_adl11,adl11,adl,20.0,25.0,277,346,13.8,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,278,277
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user23\user23_adl12.csv,user23,user23_adl12,adl12,adl,20.0,25.0,281,351,14.0,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,281,281
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user23\user23_adl13.csv,user23,user23_adl13,adl13,adl,20.0,25.0,832,1039,41.52,20.0,24.999999999999996,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,832,832
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user23\user23_adl14.csv,user23,user23_adl14,adl14,adl,20.0,25.0,195,243,9.68,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,195,195
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user23\user23_adl15.csv,user23,user23_adl15,adl15,adl,20.0,25.0,333,416,16.6,20.0,24.999999999999996,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,333,333
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user23\user23_adl16.csv,user23,user23_adl16,adl16,adl,20.0,25.0,576,719,28.72,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,577,576
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user23\user23_adl2.csv,user23,user23_adl2,adl2,adl,20.0,25.0,230,287,11.44,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,230,230
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user23\user23_adl3.csv,user23,user23_adl3,adl3,adl,20.0,25.0,869,1086,43.4,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,870,869
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user23\user23_adl4.csv,user23,user23_adl4,adl4,adl,20.0,25.0,531,663,26.48,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,532,531
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user23\user23_adl5.csv,user23,user23_adl5,adl5,adl,20.0,25.0,307,383,15.280000000000001,20.0,24.999999999999996,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,307,307
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user23\user23_adl6.csv,user23,user23_adl6,adl6,adl,20.0,25.0,174,217,8.64,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,174,174
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user23\user23_adl7.csv,user23,user23_adl7,adl7,adl,20.0,25.0,349,436,17.400000000000002,20.0,24.999999999999996,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,350,349
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user23\user23_adl8.csv,user23,user23_adl8,adl8,adl,20.0,25.0,180,224,8.92,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,180,180
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user23\user23_adl9.csv,user23,user23_adl9,adl9,adl,20.0,25.0,172,214,8.52,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,172,172
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user24\user24_adl1.csv,user24,user24_adl1,adl1,adl,20.0,25.0,255,318,12.68,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,255,255
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user24\user24_adl10.csv,user24,user24_adl10,adl10,adl,20.0,25.0,198,247,9.84,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,199,198
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user24\user24_adl11.csv,user24,user24_adl11,adl11,adl,20.0,25.0,344,429,17.12,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,345,344
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user24\user24_adl12.csv,user24,user24_adl12,adl12,adl,20.0,25.0,830,1037,41.44,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,831,830
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user24\user24_adl13.csv,user24,user24_adl13,adl13,adl,20.0,25.0,231,288,11.48,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,231,231
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user24\user24_adl14.csv,user24,user24_adl14,adl14,adl,20.0,25.0,378,472,18.84,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,379,378
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user24\user24_adl15.csv,user24,user24_adl15,adl15,adl,20.0,25.0,195,243,9.68,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,196,195
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user24\user24_adl16.csv,user24,user24_adl16,adl16,adl,20.0,25.0,198,247,9.84,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,198,198
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user24\user24_adl2.csv,user24,user24_adl2,adl2,adl,20.0,25.0,696,869,34.72,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,696,696
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user24\user24_adl3.csv,user24,user24_adl3,adl3,adl,20.0,25.0,866,1082,43.24,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,867,866
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user24\user24_adl4.csv,user24,user24_adl4,adl4,adl,20.0,25.0,241,301,12.0,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,242,241
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user24\user24_adl5.csv,user24,user24_adl5,adl5,adl,20.0,25.0,221,276,11.0,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,222,221
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user24\user24_adl6.csv,user24,user24_adl6,adl6,adl,20.0,25.0,941,1176,47.0,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,941,941
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user24\user24_adl7.csv,user24,user24_adl7,adl7,adl,20.0,25.0,292,364,14.52,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,293,292
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user24\user24_adl8.csv,user24,user24_adl8,adl8,adl,20.0,25.0,258,322,12.84,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,258,258
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user24\user24_adl9.csv,user24,user24_adl9,adl9,adl,20.0,25.0,344,429,17.12,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,362,344
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user25\user25_adl1.csv,user25,user25_adl1,adl1,adl,20.0,25.0,200,249,9.92,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,209,200
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user25\user25_adl10.csv,user25,user25_adl10,adl10,adl,20.0,25.0,296,369,14.72,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,296,304
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user25\user25_adl11.csv,user25,user25_adl11,adl11,adl,20.0,25.0,567,708,28.28,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,568,567
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user25\user25_adl12.csv,user25,user25_adl12,adl12,adl,20.0,25.0,542,677,27.04,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,542,552
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user25\user25_adl13.csv,user25,user25_adl13,adl13,adl,20.0,25.0,845,1056,42.2,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,864,845
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user25\user25_adl14.csv,user25,user25_adl14,adl14,adl,20.0,25.0,588,734,29.32,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,589,588
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user25\user25_adl15.csv,user25,user25_adl15,adl15,adl,20.0,25.0,240,299,11.92,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,240,248
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user25\user25_adl16.csv,user25,user25_adl16,adl16,adl,20.0,25.0,480,599,23.92,20.0,24.999999999999996,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,490,480
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user25\user25_adl2.csv,user25,user25_adl2,adl2,adl,20.0,25.0,343,428,17.080000000000002,20.0,24.999999999999996,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,343,343
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user25\user25_adl3.csv,user25,user25_adl3,adl3,adl,20.0,25.0,204,254,10.120000000000001,20.0,24.999999999999996,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,208,204
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user25\user25_adl4.csv,user25,user25_adl4,adl4,adl,20.0,25.0,876,1094,43.72,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,876,876
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user25\user25_adl5.csv,user25,user25_adl5,adl5,adl,20.0,25.0,662,827,33.04,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,674,662
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user25\user25_adl6.csv,user25,user25_adl6,adl6,adl,20.0,25.0,251,313,12.48,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,252,251
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user25\user25_adl7.csv,user25,user25_adl7,adl7,adl,20.0,25.0,199,248,9.88,20.0,24.999999999999996,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,208,199
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user25\user25_adl8.csv,user25,user25_adl8,adl8,adl,20.0,25.0,157,196,7.8,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,166,157
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user25\user25_adl9.csv,user25,user25_adl9,adl9,adl,20.0,25.0,779,973,38.88,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,779,779
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user26\user26_adl1.csv,user26,user26_adl1,adl1,adl,20.0,25.0,271,338,13.48,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,271,279
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user26\user26_adl10.csv,user26,user26_adl10,adl10,adl,20.0,25.0,530,662,26.44,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,530,544
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user26\user26_adl11.csv,user26,user26_adl11,adl11,adl,20.0,25.0,145,181,7.2,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,145,154
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user26\user26_adl12.csv,user26,user26_adl12,adl12,adl,20.0,25.0,232,289,11.52,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,253,232
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user26\user26_adl13.csv,user26,user26_adl13,adl13,adl,20.0,25.0,726,907,36.24,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,726,738
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user26\user26_adl14.csv,user26,user26_adl14,adl14,adl,20.0,25.0,296,369,14.72,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,299,296
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user26\user26_adl15.csv,user26,user26_adl15,adl15,adl,20.0,25.0,436,544,21.72,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,445,436
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user26\user26_adl16.csv,user26,user26_adl16,adl16,adl,20.0,25.0,252,314,12.52,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,257,252
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user26\user26_adl2.csv,user26,user26_adl2,adl2,adl,20.0,25.0,228,284,11.32,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,229,228
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user26\user26_adl3.csv,user26,user26_adl3,adl3,adl,20.0,25.0,962,1202,48.04,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,982,962
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user26\user26_adl4.csv,user26,user26_adl4,adl4,adl,20.0,25.0,478,597,23.84,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,482,478
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user26\user26_adl5.csv,user26,user26_adl5,adl5,adl,20.0,25.0,195,243,9.68,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,195,195
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user26\user26_adl6.csv,user26,user26_adl6,adl6,adl,20.0,25.0,606,757,30.240000000000002,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,606,606
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user26\user26_adl7.csv,user26,user26_adl7,adl7,adl,20.0,25.0,216,269,10.72,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,229,216
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user26\user26_adl8.csv,user26,user26_adl8,adl8,adl,20.0,25.0,367,458,18.28,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,367,375
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user26\user26_adl9.csv,user26,user26_adl9,adl9,adl,20.0,25.0,700,874,34.92,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,713,700
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user27\user27_adl1.csv,user27,user27_adl1,adl1,adl,20.0,25.0,886,1107,44.24,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,886,886
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user27\user27_adl10.csv,user27,user27_adl10,adl10,adl,20.0,25.0,194,242,9.64,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,195,194
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user27\user27_adl11.csv,user27,user27_adl11,adl11,adl,20.0,25.0,646,807,32.24,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,646,662
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user27\user27_adl12.csv,user27,user27_adl12,adl12,adl,20.0,25.0,474,592,23.64,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,474,474
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user27\user27_adl13.csv,user27,user27_adl13,adl13,adl,20.0,25.0,845,1056,42.2,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,845,1500
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user27\user27_adl14.csv,user27,user27_adl14,adl14,adl,20.0,25.0,591,738,29.48,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,591,591
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user27\user27_adl15.csv,user27,user27_adl15,adl15,adl,20.0,25.0,277,346,13.8,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,277,277
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user27\user27_adl16.csv,user27,user27_adl16,adl16,adl,20.0,25.0,179,223,8.88,20.0,24.999999999999996,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,179,179
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user27\user27_adl2.csv,user27,user27_adl2,adl2,adl,20.0,25.0,571,713,28.48,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,571,571
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user27\user27_adl3.csv,user27,user27_adl3,adl3,adl,20.0,25.0,339,423,16.88,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,339,339
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user27\user27_adl4.csv,user27,user27_adl4,adl4,adl,20.0,25.0,1792,2239,89.52,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,1792,1792
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user27\user27_adl5.csv,user27,user27_adl5,adl5,adl,20.0,25.0,837,1046,41.800000000000004,20.0,24.999999999999996,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,837,837
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user27\user27_adl6.csv,user27,user27_adl6,adl6,adl,20.0,25.0,1076,1344,53.72,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,1076,1078
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user27\user27_adl7.csv,user27,user27_adl7,adl7,adl,20.0,25.0,776,969,38.72,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,785,776
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user27\user27_adl8.csv,user27,user27_adl8,adl8,adl,20.0,25.0,813,1016,40.6,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,824,813
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user27\user27_adl9.csv,user27,user27_adl9,adl9,adl,20.0,25.0,289,361,14.4,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,290,289
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user28\user28_adl1.csv,user28,user28_adl1,adl1,adl,20.0,25.0,609,761,30.400000000000002,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,609,609
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user28\user28_adl10.csv,user28,user28_adl10,adl10,adl,20.0,25.0,154,192,7.640000000000001,20.0,24.999999999999996,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,155,154
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user28\user28_adl11.csv,user28,user28_adl11,adl11,adl,20.0,25.0,571,713,28.48,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,571,571
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user28\user28_adl12.csv,user28,user28_adl12,adl12,adl,20.0,25.0,686,857,34.24,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,686,686
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user28\user28_adl13.csv,user28,user28_adl13,adl13,adl,20.0,25.0,184,229,9.120000000000001,20.0,24.999999999999996,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,203,184
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user28\user28_adl14.csv,user28,user28_adl14,adl14,adl,20.0,25.0,277,346,13.8,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,278,277
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user28\user28_adl15.csv,user28,user28_adl15,adl15,adl,20.0,25.0,337,421,16.8,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,337,352
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user28\user28_adl16.csv,user28,user28_adl16,adl16,adl,20.0,25.0,178,222,8.84,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,178,178
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user28\user28_adl2.csv,user28,user28_adl2,adl2,adl,20.0,25.0,355,443,17.68,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,355,355
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user28\user28_adl3.csv,user28,user28_adl3,adl3,adl,20.0,25.0,1133,1416,56.6,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,1134,1133
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user28\user28_adl4.csv,user28,user28_adl4,adl4,adl,20.0,25.0,344,429,17.12,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,344,361
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user28\user28_adl5.csv,user28,user28_adl5,adl5,adl,20.0,25.0,2052,2564,102.52,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,2052,2052
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user28\user28_adl6.csv,user28,user28_adl6,adl6,adl,20.0,25.0,728,909,36.32,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,729,728
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user28\user28_adl7.csv,user28,user28_adl7,adl7,adl,20.0,25.0,428,534,21.32,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,428,428
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user28\user28_adl8.csv,user28,user28_adl8,adl8,adl,20.0,25.0,429,536,21.400000000000002,20.0,24.999999999999996,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,430,429
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user28\user28_adl9.csv,user28,user28_adl9,adl9,adl,20.0,25.0,375,468,18.68,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,376,375
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user29\user29_adl1.csv,user29,user29_adl1,adl1,adl,20.0,25.0,340,424,16.92,20.0,24.999999999999996,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,341,340
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user29\user29_adl10.csv,user29,user29_adl10,adl10,adl,20.0,25.0,547,683,27.28,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,547,547
bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user29\user29_adl11.csv,user29,user29_adl11,adl11,adl,20.0,25.0,300,374,14.92,20.0,25.0,uniform_20hz_time_interpolation_to_25hz,uniform_20hz_fallback,300,300
