window_id,dataset,source_path,source_folder,subject_id,trial_id,activity_id,activity_name,activity,fall_label,direction_label,direction_supervised,start_idx,end_idx,start_time,end_time,sampling_rate,window_size,stride_size,feature_order,source_hz,target_hz,resampling_method,window_rule,original_length,processed_length,fall_interval_start,fall_interval_end,unit_conversion,sensor_position,dataset_name,acc_unit_before,gyro_unit_before,acc_unit_after,gyro_unit_after,conversion_factor_acc,conversion_factor_gyro,unit_harmonized,split
w25_00001315,bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user25\user25_adl1.csv,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset,user25,user25_adl1,adl1,walking_slowly,walking_slowly,0,none,False,0,50,0.0,2.0,25.0,50,12,"ax,ay,az,gx,gy,gz,acc_mag,gyro_mag,jerk,roll,pitch,tilt_delta",20.0,25.0,uniform_20hz_time_interpolation_to_25hz,adl_sliding_capped,200,249,,,dataset_unit_map,wrist,bits,m/s^2,rad/s,m/s^2,rad/s,1.0,1.0,True,val
w25_00001316,bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user25\user25_adl1.csv,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset,user25,user25_adl1,adl1,walking_slowly,walking_slowly,0,none,False,12,62,0.48,2.48,25.0,50,12,"ax,ay,az,gx,gy,gz,acc_mag,gyro_mag,jerk,roll,pitch,tilt_delta",20.0,25.0,uniform_20hz_time_interpolation_to_25hz,adl_sliding_capped,200,249,,,dataset_unit_map,wrist,bits,m/s^2,rad/s,m/s^2,rad/s,1.0,1.0,True,val
w25_00001317,bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user25\user25_adl1.csv,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset,user25,user25_adl1,adl1,walking_slowly,walking_slowly,0,none,False,24,74,0.96,2.96,25.0,50,12,"ax,ay,az,gx,gy,gz,acc_mag,gyro_mag,jerk,roll,pitch,tilt_delta",20.0,25.0,uniform_20hz_time_interpolation_to_25hz,adl_sliding_capped,200,249,,,dataset_unit_map,wrist,bits,m/s^2,rad/s,m/s^2,rad/s,1.0,1.0,True,val
w25_00001318,bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user25\user25_adl1.csv,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset,user25,user25_adl1,adl1,walking_slowly,walking_slowly,0,none,False,36,86,1.44,3.44,25.0,50,12,"ax,ay,az,gx,gy,gz,acc_mag,gyro_mag,jerk,roll,pitch,tilt_delta",20.0,25.0,uniform_20hz_time_interpolation_to_25hz,adl_sliding_capped,200,249,,,dataset_unit_map,wrist,bits,m/s^2,rad/s,m/s^2,rad/s,1.0,1.0,True,val
w25_00001319,bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user25\user25_adl1.csv,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset,user25,user25_adl1,adl1,walking_slowly,walking_slowly,0,none,False,48,98,1.92,3.92,25.0,50,12,"ax,ay,az,gx,gy,gz,acc_mag,gyro_mag,jerk,roll,pitch,tilt_delta",20.0,25.0,uniform_20hz_time_interpolation_to_25hz,adl_sliding_capped,200,249,,,dataset_unit_map,wrist,bits,m/s^2,rad/s,m/s^2,rad/s,1.0,1.0,True,val
w25_00001320,bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user25\user25_adl10.csv,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset,user25,user25_adl10,adl10,rapidly_sitting_on_chair,rapidly_sitting_on_chair,0,none,False,0,50,0.0,2.0,25.0,50,12,"ax,ay,az,gx,gy,gz,acc_mag,gyro_mag,jerk,roll,pitch,tilt_delta",20.0,25.0,uniform_20hz_time_interpolation_to_25hz,adl_sliding_capped,296,369,,,dataset_unit_map,wrist,bits,m/s^2,rad/s,m/s^2,rad/s,1.0,1.0,True,val
w25_00001321,bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user25\user25_adl10.csv,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset,user25,user25_adl10,adl10,rapidly_sitting_on_chair,rapidly_sitting_on_chair,0,none,False,12,62,0.48,2.48,25.0,50,12,"ax,ay,az,gx,gy,gz,acc_mag,gyro_mag,jerk,roll,pitch,tilt_delta",20.0,25.0,uniform_20hz_time_interpolation_to_25hz,adl_sliding_capped,296,369,,,dataset_unit_map,wrist,bits,m/s^2,rad/s,m/s^2,rad/s,1.0,1.0,True,val
w25_00001322,bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user25\user25_adl10.csv,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset,user25,user25_adl10,adl10,rapidly_sitting_on_chair,rapidly_sitting_on_chair,0,none,False,24,74,0.96,2.96,25.0,50,12,"ax,ay,az,gx,gy,gz,acc_mag,gyro_mag,jerk,roll,pitch,tilt_delta",20.0,25.0,uniform_20hz_time_interpolation_to_25hz,adl_sliding_capped,296,369,,,dataset_unit_map,wrist,bits,m/s^2,rad/s,m/s^2,rad/s,1.0,1.0,True,val
w25_00001323,bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user25\user25_adl10.csv,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset,user25,user25_adl10,adl10,rapidly_sitting_on_chair,rapidly_sitting_on_chair,0,none,False,36,86,1.44,3.44,25.0,50,12,"ax,ay,az,gx,gy,gz,acc_mag,gyro_mag,jerk,roll,pitch,tilt_delta",20.0,25.0,uniform_20hz_time_interpolation_to_25hz,adl_sliding_capped,296,369,,,dataset_unit_map,wrist,bits,m/s^2,rad/s,m/s^2,rad/s,1.0,1.0,True,val
w25_00001324,bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user25\user25_adl10.csv,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset,user25,user25_adl10,adl10,rapidly_sitting_on_chair,rapidly_sitting_on_chair,0,none,False,48,98,1.92,3.92,25.0,50,12,"ax,ay,az,gx,gy,gz,acc_mag,gyro_mag,jerk,roll,pitch,tilt_delta",20.0,25.0,uniform_20hz_time_interpolation_to_25hz,adl_sliding_capped,296,369,,,dataset_unit_map,wrist,bits,m/s^2,rad/s,m/s^2,rad/s,1.0,1.0,True,val
w25_00001325,bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user25\user25_adl11.csv,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset,user25,user25_adl11,adl11,nearly_sitting_and_getting_up,nearly_sitting_and_getting_up,0,none,False,0,50,0.0,2.0,25.0,50,12,"ax,ay,az,gx,gy,gz,acc_mag,gyro_mag,jerk,roll,pitch,tilt_delta",20.0,25.0,uniform_20hz_time_interpolation_to_25hz,adl_sliding_capped,567,708,,,dataset_unit_map,wrist,bits,m/s^2,rad/s,m/s^2,rad/s,1.0,1.0,True,val
w25_00001326,bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user25\user25_adl11.csv,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset,user25,user25_adl11,adl11,nearly_sitting_and_getting_up,nearly_sitting_and_getting_up,0,none,False,12,62,0.48,2.48,25.0,50,12,"ax,ay,az,gx,gy,gz,acc_mag,gyro_mag,jerk,roll,pitch,tilt_delta",20.0,25.0,uniform_20hz_time_interpolation_to_25hz,adl_sliding_capped,567,708,,,dataset_unit_map,wrist,bits,m/s^2,rad/s,m/s^2,rad/s,1.0,1.0,True,val
w25_00001327,bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user25\user25_adl11.csv,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset,user25,user25_adl11,adl11,nearly_sitting_and_getting_up,nearly_sitting_and_getting_up,0,none,False,24,74,0.96,2.96,25.0,50,12,"ax,ay,az,gx,gy,gz,acc_mag,gyro_mag,jerk,roll,pitch,tilt_delta",20.0,25.0,uniform_20hz_time_interpolation_to_25hz,adl_sliding_capped,567,708,,,dataset_unit_map,wrist,bits,m/s^2,rad/s,m/s^2,rad/s,1.0,1.0,True,val
w25_00001328,bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user25\user25_adl11.csv,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset,user25,user25_adl11,adl11,nearly_sitting_and_getting_up,nearly_sitting_and_getting_up,0,none,False,36,86,1.44,3.44,25.0,50,12,"ax,ay,az,gx,gy,gz,acc_mag,gyro_mag,jerk,roll,pitch,tilt_delta",20.0,25.0,uniform_20hz_time_interpolation_to_25hz,adl_sliding_capped,567,708,,,dataset_unit_map,wrist,bits,m/s^2,rad/s,m/s^2,rad/s,1.0,1.0,True,val
w25_00001329,bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user25\user25_adl11.csv,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset,user25,user25_adl11,adl11,nearly_sitting_and_getting_up,nearly_sitting_and_getting_up,0,none,False,48,98,1.92,3.92,25.0,50,12,"ax,ay,az,gx,gy,gz,acc_mag,gyro_mag,jerk,roll,pitch,tilt_delta",20.0,25.0,uniform_20hz_time_interpolation_to_25hz,adl_sliding_capped,567,708,,,dataset_unit_map,wrist,bits,m/s^2,rad/s,m/s^2,rad/s,1.0,1.0,True,val
w25_00001330,bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user25\user25_adl12.csv,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset,user25,user25_adl12,adl12,swinging_hands,swinging_hands,0,none,False,0,50,0.0,2.0,25.0,50,12,"ax,ay,az,gx,gy,gz,acc_mag,gyro_mag,jerk,roll,pitch,tilt_delta",20.0,25.0,uniform_20hz_time_interpolation_to_25hz,adl_sliding_capped,542,677,,,dataset_unit_map,wrist,bits,m/s^2,rad/s,m/s^2,rad/s,1.0,1.0,True,val
w25_00001331,bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user25\user25_adl12.csv,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset,user25,user25_adl12,adl12,swinging_hands,swinging_hands,0,none,False,12,62,0.48,2.48,25.0,50,12,"ax,ay,az,gx,gy,gz,acc_mag,gyro_mag,jerk,roll,pitch,tilt_delta",20.0,25.0,uniform_20hz_time_interpolation_to_25hz,adl_sliding_capped,542,677,,,dataset_unit_map,wrist,bits,m/s^2,rad/s,m/s^2,rad/s,1.0,1.0,True,val
w25_00001332,bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user25\user25_adl12.csv,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset,user25,user25_adl12,adl12,swinging_hands,swinging_hands,0,none,False,24,74,0.96,2.96,25.0,50,12,"ax,ay,az,gx,gy,gz,acc_mag,gyro_mag,jerk,roll,pitch,tilt_delta",20.0,25.0,uniform_20hz_time_interpolation_to_25hz,adl_sliding_capped,542,677,,,dataset_unit_map,wrist,bits,m/s^2,rad/s,m/s^2,rad/s,1.0,1.0,True,val
w25_00001333,bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user25\user25_adl12.csv,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset,user25,user25_adl12,adl12,swinging_hands,swinging_hands,0,none,False,36,86,1.44,3.44,25.0,50,12,"ax,ay,az,gx,gy,gz,acc_mag,gyro_mag,jerk,roll,pitch,tilt_delta",20.0,25.0,uniform_20hz_time_interpolation_to_25hz,adl_sliding_capped,542,677,,,dataset_unit_map,wrist,bits,m/s^2,rad/s,m/s^2,rad/s,1.0,1.0,True,val
w25_00001334,bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user25\user25_adl12.csv,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset,user25,user25_adl12,adl12,swinging_hands,swinging_hands,0,none,False,48,98,1.92,3.92,25.0,50,12,"ax,ay,az,gx,gy,gz,acc_mag,gyro_mag,jerk,roll,pitch,tilt_delta",20.0,25.0,uniform_20hz_time_interpolation_to_25hz,adl_sliding_capped,542,677,,,dataset_unit_map,wrist,bits,m/s^2,rad/s,m/s^2,rad/s,1.0,1.0,True,val
w25_00001335,bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user25\user25_adl13.csv,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset,user25,user25_adl13,adl13,lying_on_bed,lying_on_bed,0,none,False,0,50,0.0,2.0,25.0,50,12,"ax,ay,az,gx,gy,gz,acc_mag,gyro_mag,jerk,roll,pitch,tilt_delta",20.0,25.0,uniform_20hz_time_interpolation_to_25hz,adl_sliding_capped,845,1056,,,dataset_unit_map,wrist,bits,m/s^2,rad/s,m/s^2,rad/s,1.0,1.0,True,val
w25_00001336,bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user25\user25_adl13.csv,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset,user25,user25_adl13,adl13,lying_on_bed,lying_on_bed,0,none,False,12,62,0.48,2.48,25.0,50,12,"ax,ay,az,gx,gy,gz,acc_mag,gyro_mag,jerk,roll,pitch,tilt_delta",20.0,25.0,uniform_20hz_time_interpolation_to_25hz,adl_sliding_capped,845,1056,,,dataset_unit_map,wrist,bits,m/s^2,rad/s,m/s^2,rad/s,1.0,1.0,True,val
w25_00001337,bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user25\user25_adl13.csv,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset,user25,user25_adl13,adl13,lying_on_bed,lying_on_bed,0,none,False,24,74,0.96,2.96,25.0,50,12,"ax,ay,az,gx,gy,gz,acc_mag,gyro_mag,jerk,roll,pitch,tilt_delta",20.0,25.0,uniform_20hz_time_interpolation_to_25hz,adl_sliding_capped,845,1056,,,dataset_unit_map,wrist,bits,m/s^2,rad/s,m/s^2,rad/s,1.0,1.0,True,val
w25_00001338,bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user25\user25_adl13.csv,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset,user25,user25_adl13,adl13,lying_on_bed,lying_on_bed,0,none,False,36,86,1.44,3.44,25.0,50,12,"ax,ay,az,gx,gy,gz,acc_mag,gyro_mag,jerk,roll,pitch,tilt_delta",20.0,25.0,uniform_20hz_time_interpolation_to_25hz,adl_sliding_capped,845,1056,,,dataset_unit_map,wrist,bits,m/s^2,rad/s,m/s^2,rad/s,1.0,1.0,True,val
w25_00001339,bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user25\user25_adl13.csv,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset,user25,user25_adl13,adl13,lying_on_bed,lying_on_bed,0,none,False,48,98,1.92,3.92,25.0,50,12,"ax,ay,az,gx,gy,gz,acc_mag,gyro_mag,jerk,roll,pitch,tilt_delta",20.0,25.0,uniform_20hz_time_interpolation_to_25hz,adl_sliding_capped,845,1056,,,dataset_unit_map,wrist,bits,m/s^2,rad/s,m/s^2,rad/s,1.0,1.0,True,val
w25_00001340,bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user25\user25_adl14.csv,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset,user25,user25_adl14,adl14,lying_on_back_getting_up_slowly,lying_on_back_getting_up_slowly,0,none,False,0,50,0.0,2.0,25.0,50,12,"ax,ay,az,gx,gy,gz,acc_mag,gyro_mag,jerk,roll,pitch,tilt_delta",20.0,25.0,uniform_20hz_time_interpolation_to_25hz,adl_sliding_capped,588,734,,,dataset_unit_map,wrist,bits,m/s^2,rad/s,m/s^2,rad/s,1.0,1.0,True,val
w25_00001341,bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user25\user25_adl14.csv,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset,user25,user25_adl14,adl14,lying_on_back_getting_up_slowly,lying_on_back_getting_up_slowly,0,none,False,12,62,0.48,2.48,25.0,50,12,"ax,ay,az,gx,gy,gz,acc_mag,gyro_mag,jerk,roll,pitch,tilt_delta",20.0,25.0,uniform_20hz_time_interpolation_to_25hz,adl_sliding_capped,588,734,,,dataset_unit_map,wrist,bits,m/s^2,rad/s,m/s^2,rad/s,1.0,1.0,True,val
w25_00001342,bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user25\user25_adl14.csv,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset,user25,user25_adl14,adl14,lying_on_back_getting_up_slowly,lying_on_back_getting_up_slowly,0,none,False,24,74,0.96,2.96,25.0,50,12,"ax,ay,az,gx,gy,gz,acc_mag,gyro_mag,jerk,roll,pitch,tilt_delta",20.0,25.0,uniform_20hz_time_interpolation_to_25hz,adl_sliding_capped,588,734,,,dataset_unit_map,wrist,bits,m/s^2,rad/s,m/s^2,rad/s,1.0,1.0,True,val
w25_00001343,bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user25\user25_adl14.csv,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset,user25,user25_adl14,adl14,lying_on_back_getting_up_slowly,lying_on_back_getting_up_slowly,0,none,False,36,86,1.44,3.44,25.0,50,12,"ax,ay,az,gx,gy,gz,acc_mag,gyro_mag,jerk,roll,pitch,tilt_delta",20.0,25.0,uniform_20hz_time_interpolation_to_25hz,adl_sliding_capped,588,734,,,dataset_unit_map,wrist,bits,m/s^2,rad/s,m/s^2,rad/s,1.0,1.0,True,val
w25_00001344,bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user25\user25_adl14.csv,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset,user25,user25_adl14,adl14,lying_on_back_getting_up_slowly,lying_on_back_getting_up_slowly,0,none,False,48,98,1.92,3.92,25.0,50,12,"ax,ay,az,gx,gy,gz,acc_mag,gyro_mag,jerk,roll,pitch,tilt_delta",20.0,25.0,uniform_20hz_time_interpolation_to_25hz,adl_sliding_capped,588,734,,,dataset_unit_map,wrist,bits,m/s^2,rad/s,m/s^2,rad/s,1.0,1.0,True,val
w25_00001345,bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user25\user25_adl15.csv,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset,user25,user25_adl15,adl15,lying_on_back_getting_up_normally,lying_on_back_getting_up_normally,0,none,False,0,50,0.0,2.0,25.0,50,12,"ax,ay,az,gx,gy,gz,acc_mag,gyro_mag,jerk,roll,pitch,tilt_delta",20.0,25.0,uniform_20hz_time_interpolation_to_25hz,adl_sliding_capped,240,299,,,dataset_unit_map,wrist,bits,m/s^2,rad/s,m/s^2,rad/s,1.0,1.0,True,val
w25_00001346,bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user25\user25_adl15.csv,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset,user25,user25_adl15,adl15,lying_on_back_getting_up_normally,lying_on_back_getting_up_normally,0,none,False,12,62,0.48,2.48,25.0,50,12,"ax,ay,az,gx,gy,gz,acc_mag,gyro_mag,jerk,roll,pitch,tilt_delta",20.0,25.0,uniform_20hz_time_interpolation_to_25hz,adl_sliding_capped,240,299,,,dataset_unit_map,wrist,bits,m/s^2,rad/s,m/s^2,rad/s,1.0,1.0,True,val
w25_00001347,bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user25\user25_adl15.csv,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset,user25,user25_adl15,adl15,lying_on_back_getting_up_normally,lying_on_back_getting_up_normally,0,none,False,24,74,0.96,2.96,25.0,50,12,"ax,ay,az,gx,gy,gz,acc_mag,gyro_mag,jerk,roll,pitch,tilt_delta",20.0,25.0,uniform_20hz_time_interpolation_to_25hz,adl_sliding_capped,240,299,,,dataset_unit_map,wrist,bits,m/s^2,rad/s,m/s^2,rad/s,1.0,1.0,True,val
w25_00001348,bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user25\user25_adl15.csv,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset,user25,user25_adl15,adl15,lying_on_back_getting_up_normally,lying_on_back_getting_up_normally,0,none,False,36,86,1.44,3.44,25.0,50,12,"ax,ay,az,gx,gy,gz,acc_mag,gyro_mag,jerk,roll,pitch,tilt_delta",20.0,25.0,uniform_20hz_time_interpolation_to_25hz,adl_sliding_capped,240,299,,,dataset_unit_map,wrist,bits,m/s^2,rad/s,m/s^2,rad/s,1.0,1.0,True,val
w25_00001349,bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user25\user25_adl15.csv,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset,user25,user25_adl15,adl15,lying_on_back_getting_up_normally,lying_on_back_getting_up_normally,0,none,False,48,98,1.92,3.92,25.0,50,12,"ax,ay,az,gx,gy,gz,acc_mag,gyro_mag,jerk,roll,pitch,tilt_delta",20.0,25.0,uniform_20hz_time_interpolation_to_25hz,adl_sliding_capped,240,299,,,dataset_unit_map,wrist,bits,m/s^2,rad/s,m/s^2,rad/s,1.0,1.0,True,val
w25_00001350,bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user25\user25_adl16.csv,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset,user25,user25_adl16,adl16,lying_sideways_to_back,lying_sideways_to_back,0,none,False,0,50,0.0,2.0,25.0,50,12,"ax,ay,az,gx,gy,gz,acc_mag,gyro_mag,jerk,roll,pitch,tilt_delta",20.0,25.0,uniform_20hz_time_interpolation_to_25hz,adl_sliding_capped,480,599,,,dataset_unit_map,wrist,bits,m/s^2,rad/s,m/s^2,rad/s,1.0,1.0,True,val
w25_00001351,bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user25\user25_adl16.csv,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset,user25,user25_adl16,adl16,lying_sideways_to_back,lying_sideways_to_back,0,none,False,12,62,0.48,2.48,25.0,50,12,"ax,ay,az,gx,gy,gz,acc_mag,gyro_mag,jerk,roll,pitch,tilt_delta",20.0,25.0,uniform_20hz_time_interpolation_to_25hz,adl_sliding_capped,480,599,,,dataset_unit_map,wrist,bits,m/s^2,rad/s,m/s^2,rad/s,1.0,1.0,True,val
w25_00001352,bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user25\user25_adl16.csv,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset,user25,user25_adl16,adl16,lying_sideways_to_back,lying_sideways_to_back,0,none,False,24,74,0.96,2.96,25.0,50,12,"ax,ay,az,gx,gy,gz,acc_mag,gyro_mag,jerk,roll,pitch,tilt_delta",20.0,25.0,uniform_20hz_time_interpolation_to_25hz,adl_sliding_capped,480,599,,,dataset_unit_map,wrist,bits,m/s^2,rad/s,m/s^2,rad/s,1.0,1.0,True,val
w25_00001353,bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user25\user25_adl16.csv,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset,user25,user25_adl16,adl16,lying_sideways_to_back,lying_sideways_to_back,0,none,False,36,86,1.44,3.44,25.0,50,12,"ax,ay,az,gx,gy,gz,acc_mag,gyro_mag,jerk,roll,pitch,tilt_delta",20.0,25.0,uniform_20hz_time_interpolation_to_25hz,adl_sliding_capped,480,599,,,dataset_unit_map,wrist,bits,m/s^2,rad/s,m/s^2,rad/s,1.0,1.0,True,val
w25_00001354,bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user25\user25_adl16.csv,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset,user25,user25_adl16,adl16,lying_sideways_to_back,lying_sideways_to_back,0,none,False,48,98,1.92,3.92,25.0,50,12,"ax,ay,az,gx,gy,gz,acc_mag,gyro_mag,jerk,roll,pitch,tilt_delta",20.0,25.0,uniform_20hz_time_interpolation_to_25hz,adl_sliding_capped,480,599,,,dataset_unit_map,wrist,bits,m/s^2,rad/s,m/s^2,rad/s,1.0,1.0,True,val
w25_00001355,bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user25\user25_adl2.csv,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset,user25,user25_adl2,adl2,walking_quickly,walking_quickly,0,none,False,0,50,0.0,2.0,25.0,50,12,"ax,ay,az,gx,gy,gz,acc_mag,gyro_mag,jerk,roll,pitch,tilt_delta",20.0,25.0,uniform_20hz_time_interpolation_to_25hz,adl_sliding_capped,343,428,,,dataset_unit_map,wrist,bits,m/s^2,rad/s,m/s^2,rad/s,1.0,1.0,True,val
w25_00001356,bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user25\user25_adl2.csv,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset,user25,user25_adl2,adl2,walking_quickly,walking_quickly,0,none,False,12,62,0.48,2.48,25.0,50,12,"ax,ay,az,gx,gy,gz,acc_mag,gyro_mag,jerk,roll,pitch,tilt_delta",20.0,25.0,uniform_20hz_time_interpolation_to_25hz,adl_sliding_capped,343,428,,,dataset_unit_map,wrist,bits,m/s^2,rad/s,m/s^2,rad/s,1.0,1.0,True,val
w25_00001357,bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user25\user25_adl2.csv,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset,user25,user25_adl2,adl2,walking_quickly,walking_quickly,0,none,False,24,74,0.96,2.96,25.0,50,12,"ax,ay,az,gx,gy,gz,acc_mag,gyro_mag,jerk,roll,pitch,tilt_delta",20.0,25.0,uniform_20hz_time_interpolation_to_25hz,adl_sliding_capped,343,428,,,dataset_unit_map,wrist,bits,m/s^2,rad/s,m/s^2,rad/s,1.0,1.0,True,val
w25_00001358,bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user25\user25_adl2.csv,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset,user25,user25_adl2,adl2,walking_quickly,walking_quickly,0,none,False,36,86,1.44,3.44,25.0,50,12,"ax,ay,az,gx,gy,gz,acc_mag,gyro_mag,jerk,roll,pitch,tilt_delta",20.0,25.0,uniform_20hz_time_interpolation_to_25hz,adl_sliding_capped,343,428,,,dataset_unit_map,wrist,bits,m/s^2,rad/s,m/s^2,rad/s,1.0,1.0,True,val
w25_00001359,bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user25\user25_adl2.csv,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset,user25,user25_adl2,adl2,walking_quickly,walking_quickly,0,none,False,48,98,1.92,3.92,25.0,50,12,"ax,ay,az,gx,gy,gz,acc_mag,gyro_mag,jerk,roll,pitch,tilt_delta",20.0,25.0,uniform_20hz_time_interpolation_to_25hz,adl_sliding_capped,343,428,,,dataset_unit_map,wrist,bits,m/s^2,rad/s,m/s^2,rad/s,1.0,1.0,True,val
w25_00001360,bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user25\user25_adl3.csv,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset,user25,user25_adl3,adl3,jogging,jogging,0,none,False,0,50,0.0,2.0,25.0,50,12,"ax,ay,az,gx,gy,gz,acc_mag,gyro_mag,jerk,roll,pitch,tilt_delta",20.0,25.0,uniform_20hz_time_interpolation_to_25hz,adl_sliding_capped,204,254,,,dataset_unit_map,wrist,bits,m/s^2,rad/s,m/s^2,rad/s,1.0,1.0,True,val
