"category","source","archived_to"
"logs_file","C:\Users\ADMIN\Desktop\ds-fall\outputs\logs\ml_e1_e7_specialized_fix_20260603_152732.log","C:\Users\ADMIN\Desktop\ds-fall\outputs\archive_experiments\20260604_230911\logs\ml_e1_e7_specialized_fix_20260603_152732.log"
"logs_file","C:\Users\ADMIN\Desktop\ds-fall\outputs\logs\ml_feature_analysis_25hz_20260603_125116.log","C:\Users\ADMIN\Desktop\ds-fall\outputs\archive_experiments\20260604_230911\logs\ml_feature_analysis_25hz_20260603_125116.log"
"logs_file","C:\Users\ADMIN\Desktop\ds-fall\outputs\logs\ml_feature_analysis_25hz_20260603_125544.log","C:\Users\ADMIN\Desktop\ds-fall\outputs\archive_experiments\20260604_230911\logs\ml_feature_analysis_25hz_20260603_125544.log"
"logs_file","C:\Users\ADMIN\Desktop\ds-fall\outputs\logs\ml_feature_analysis_25hz_final_20260603_130343.log","C:\Users\ADMIN\Desktop\ds-fall\outputs\archive_experiments\20260604_230911\logs\ml_feature_analysis_25hz_final_20260603_130343.log"
"logs_file","C:\Users\ADMIN\Desktop\ds-fall\outputs\logs\ml_feature_analysis_25hz_signal_only_20260603_125954.log","C:\Users\ADMIN\Desktop\ds-fall\outputs\archive_experiments\20260604_230911\logs\ml_feature_analysis_25hz_signal_only_20260603_125954.log"
"logs_file","C:\Users\ADMIN\Desktop\ds-fall\outputs\logs\next12_experiments_20260602_223841.log","C:\Users\ADMIN\Desktop\ds-fall\outputs\archive_experiments\20260604_230911\logs\next12_experiments_20260602_223841.log"
"logs_file","C:\Users\ADMIN\Desktop\ds-fall\outputs\logs\process_unit_harmonized_4datasets.log","C:\Users\ADMIN\Desktop\ds-fall\outputs\archive_experiments\20260604_230911\logs\process_unit_harmonized_4datasets.log"
"logs_file","C:\Users\ADMIN\Desktop\ds-fall\outputs\logs\process_weda_bits_umafall.log","C:\Users\ADMIN\Desktop\ds-fall\outputs\archive_experiments\20260604_230911\logs\process_weda_bits_umafall.log"
"logs_file","C:\Users\ADMIN\Desktop\ds-fall\outputs\logs\targeted_experiments_core_20260602_202454.log","C:\Users\ADMIN\Desktop\ds-fall\outputs\archive_experiments\20260604_230911\logs\targeted_experiments_core_20260602_202454.log"
"logs_file","C:\Users\ADMIN\Desktop\ds-fall\outputs\logs\targeted_experiments_l6_l7_20260602_220104.log","C:\Users\ADMIN\Desktop\ds-fall\outputs\archive_experiments\20260604_230911\logs\targeted_experiments_l6_l7_20260602_220104.log"
"logs_file","C:\Users\ADMIN\Desktop\ds-fall\outputs\logs\targeted_experiments_long_selected_20260602_211750.log","C:\Users\ADMIN\Desktop\ds-fall\outputs\archive_experiments\20260604_230911\logs\targeted_experiments_long_selected_20260602_211750.log"
"logs_file","C:\Users\ADMIN\Desktop\ds-fall\outputs\logs\targeted_experiments_seed_check_20260602_213245.log","C:\Users\ADMIN\Desktop\ds-fall\outputs\archive_experiments\20260604_230911\logs\targeted_experiments_seed_check_20260602_213245.log"
"logs_file","C:\Users\ADMIN\Desktop\ds-fall\outputs\logs\train_a5wcefw_after_unit_fix.log","C:\Users\ADMIN\Desktop\ds-fall\outputs\archive_experiments\20260604_230911\logs\train_a5wcefw_after_unit_fix.log"
"logs_file","C:\Users\ADMIN\Desktop\ds-fall\outputs\logs\train_new_A5.log","C:\Users\ADMIN\Desktop\ds-fall\outputs\archive_experiments\20260604_230911\logs\train_new_A5.log"
"logs_file","C:\Users\ADMIN\Desktop\ds-fall\outputs\logs\train_new_A5_loss_variants.log","C:\Users\ADMIN\Desktop\ds-fall\outputs\archive_experiments\20260604_230911\logs\train_new_A5_loss_variants.log"
"runs_dir","C:\Users\ADMIN\Desktop\ds-fall\outputs\runs\A5FW_ds_fall_rd_tilt12","C:\Users\ADMIN\Desktop\ds-fall\outputs\archive_experiments\20260604_230911\runs\A5FW_ds_fall_rd_tilt12"
"runs_dir","C:\Users\ADMIN\Desktop\ds-fall\outputs\runs\A5WCEFW_ds_fall_rd_tilt12","C:\Users\ADMIN\Desktop\ds-fall\outputs\archive_experiments\20260604_230911\runs\A5WCEFW_ds_fall_rd_tilt12"
"runs_dir","C:\Users\ADMIN\Desktop\ds-fall\outputs\runs\A5_ds_fall_rd_tilt12","C:\Users\ADMIN\Desktop\ds-fall\outputs\archive_experiments\20260604_230911\runs\A5_ds_fall_rd_tilt12"
"runs_dir","C:\Users\ADMIN\Desktop\ds-fall\outputs\runs\B1_A10_HIER_DIR_tilt12","C:\Users\ADMIN\Desktop\ds-fall\outputs\archive_experiments\20260604_230911\runs\B1_A10_HIER_DIR_tilt12"
"runs_dir","C:\Users\ADMIN\Desktop\ds-fall\outputs\runs\B2_A11_HIER_DIR_SUMMARY_tilt12","C:\Users\ADMIN\Desktop\ds-fall\outputs\archive_experiments\20260604_230911\runs\B2_A11_HIER_DIR_SUMMARY_tilt12"
"runs_dir","C:\Users\ADMIN\Desktop\ds-fall\outputs\runs\DOMAIN_CBW_E1_A5WCEFW","C:\Users\ADMIN\Desktop\ds-fall\outputs\archive_experiments\20260604_230911\runs\DOMAIN_CBW_E1_A5WCEFW"
"runs_dir","C:\Users\ADMIN\Desktop\ds-fall\outputs\runs\DOMAIN_CBW_E2_A5WCEFW","C:\Users\ADMIN\Desktop\ds-fall\outputs\archive_experiments\20260604_230911\runs\DOMAIN_CBW_E2_A5WCEFW"
"runs_dir","C:\Users\ADMIN\Desktop\ds-fall\outputs\runs\DOMAIN_CBW_E3_A5WCEFW","C:\Users\ADMIN\Desktop\ds-fall\outputs\archive_experiments\20260604_230911\runs\DOMAIN_CBW_E3_A5WCEFW"
"runs_dir","C:\Users\ADMIN\Desktop\ds-fall\outputs\runs\DOMAIN_DS_BITS_A5WCEFW","C:\Users\ADMIN\Desktop\ds-fall\outputs\archive_experiments\20260604_230911\runs\DOMAIN_DS_BITS_A5WCEFW"
"runs_dir","C:\Users\ADMIN\Desktop\ds-fall\outputs\runs\DOMAIN_DS_HIFD_A5WCEFW","C:\Users\ADMIN\Desktop\ds-fall\outputs\archive_experiments\20260604_230911\runs\DOMAIN_DS_HIFD_A5WCEFW"
"runs_dir","C:\Users\ADMIN\Desktop\ds-fall\outputs\runs\DOMAIN_DS_UMAFALL_A5WCEFW","C:\Users\ADMIN\Desktop\ds-fall\outputs\archive_experiments\20260604_230911\runs\DOMAIN_DS_UMAFALL_A5WCEFW"
"runs_dir","C:\Users\ADMIN\Desktop\ds-fall\outputs\runs\DOMAIN_DS_WEDA_A5WCEFW","C:\Users\ADMIN\Desktop\ds-fall\outputs\archive_experiments\20260604_230911\runs\DOMAIN_DS_WEDA_A5WCEFW"
"runs_dir","C:\Users\ADMIN\Desktop\ds-fall\outputs\runs\DOMAIN_E1_A5WCEFW","C:\Users\ADMIN\Desktop\ds-fall\outputs\archive_experiments\20260604_230911\runs\DOMAIN_E1_A5WCEFW"
"runs_dir","C:\Users\ADMIN\Desktop\ds-fall\outputs\runs\DOMAIN_E2_A5WCEFW","C:\Users\ADMIN\Desktop\ds-fall\outputs\archive_experiments\20260604_230911\runs\DOMAIN_E2_A5WCEFW"
"runs_dir","C:\Users\ADMIN\Desktop\ds-fall\outputs\runs\DOMAIN_E3_A5WCEFW","C:\Users\ADMIN\Desktop\ds-fall\outputs\archive_experiments\20260604_230911\runs\DOMAIN_E3_A5WCEFW"
"runs_dir","C:\Users\ADMIN\Desktop\ds-fall\outputs\runs\DOMAIN_T3_BITS_A5WCEFW","C:\Users\ADMIN\Desktop\ds-fall\outputs\archive_experiments\20260604_230911\runs\DOMAIN_T3_BITS_A5WCEFW"
"runs_dir","C:\Users\ADMIN\Desktop\ds-fall\outputs\runs\DOMAIN_T3_HIFD_A5WCEFW","C:\Users\ADMIN\Desktop\ds-fall\outputs\archive_experiments\20260604_230911\runs\DOMAIN_T3_HIFD_A5WCEFW"
"runs_dir","C:\Users\ADMIN\Desktop\ds-fall\outputs\runs\DOMAIN_T3_UMAFALL_A5WCEFW","C:\Users\ADMIN\Desktop\ds-fall\outputs\archive_experiments\20260604_230911\runs\DOMAIN_T3_UMAFALL_A5WCEFW"
"runs_dir","C:\Users\ADMIN\Desktop\ds-fall\outputs\runs\DOMAIN_T3_WEDA_A5WCEFW","C:\Users\ADMIN\Desktop\ds-fall\outputs\archive_experiments\20260604_230911\runs\DOMAIN_T3_WEDA_A5WCEFW"
"runs_dir","C:\Users\ADMIN\Desktop\ds-fall\outputs\runs\SR_BITS_20_A5WCEFW","C:\Users\ADMIN\Desktop\ds-fall\outputs\archive_experiments\20260604_230911\runs\SR_BITS_20_A5WCEFW"
"runs_dir","C:\Users\ADMIN\Desktop\ds-fall\outputs\runs\SR_BITS_50_A5WCEFW","C:\Users\ADMIN\Desktop\ds-fall\outputs\archive_experiments\20260604_230911\runs\SR_BITS_50_A5WCEFW"
"runs_dir","C:\Users\ADMIN\Desktop\ds-fall\outputs\runs\SR_WEDA_20_A5WCEFW","C:\Users\ADMIN\Desktop\ds-fall\outputs\archive_experiments\20260604_230911\runs\SR_WEDA_20_A5WCEFW"
"runs_dir","C:\Users\ADMIN\Desktop\ds-fall\outputs\runs\SR_WEDA_50_A5WCEFW","C:\Users\ADMIN\Desktop\ds-fall\outputs\archive_experiments\20260604_230911\runs\SR_WEDA_50_A5WCEFW"
