run_id,window_id,activity,subject_id,trial_id,reference_fall_prob,verifier_prob,final_score,reference_pred,extra_pred,reference_fp,extra_fp,corrected_reference_fp,acc_mag_range,acc_mag_max,acc_mag_std,gyro_mag_p95,gyro_mag_mean,jerk_p95,jerk_std,tilt_delta_p95,post_acc_mag_std,post_gyro_mag_std,ay_std,ay_range,gyro_mag_max,gyro_mag_range
FV9,w25_00004762,clapping_hands,U04,D10_R01,0.9999936819076538,0.14225053078556263,0.14225053078556263,1,1,True,True,False,23.757046,,5.8453894,,,209.5551048278808,113.23423,20.65963516235351,5.870294094085693,,7.2822647,25.698523,11.512251,10.67292
FV9,w25_00004763,clapping_hands,U04,D10_R01,0.9999560117721558,0.14225053078556263,0.14225053078556263,1,1,True,True,False,27.782505,,6.4709034,,,219.3846138000488,125.92377,18.62578783035278,4.944234371185303,,7.630567,30.198137,11.512251,10.67292
FV9,w25_00005072,open_close_door,U25,D11_R01,0.9987143278121948,0.14225053078556263,0.14225053078556263,1,1,True,True,False,10.993452,,1.8742628,,,57.62838897705075,31.013813,4.662533819675435,1.6019234657287598,,5.025149,20.33229,5.431772,5.1057305
FV9,w25_00005073,open_close_door,U25,D11_R01,0.993684470653534,0.14225053078556263,0.14225053078556263,1,1,True,True,False,10.993452,,1.9462423,,,60.80600757598876,33.501183,6.593555498123168,1.4783382415771484,,4.0214334,19.344486,5.431772,4.8930736
FV9,w25_00005074,open_close_door,U25,D11_R01,0.9960469603538512,0.14225053078556263,0.14225053078556263,1,1,True,True,False,10.993452,,1.8331509,,,64.47801456451415,35.939316,8.175700569152825,1.3449273109436035,,5.318195,22.767399,5.431772,5.196989
FV10,w25_00003700,jogging,U04,D02_R01,0.8183783292770386,0.3240425435849483,0.3240425435849483,1,1,True,True,False,31.469284,,7.512773,,,185.82050476074207,115.78729,9.552194166183469,2.0855679512023926,,8.686068,34.8,5.953358,5.953258
FV10,w25_00003701,jogging,U04,D02_R01,0.640643298625946,0.33846720719625745,0.33846720719625745,1,1,True,True,False,31.469284,,8.223397,,,298.7282211303709,138.69215,9.552194166183469,6.496031284332275,,9.344261,34.8,5.953358,5.330716
FV10,w25_00003702,jogging,U04,D02_R01,0.9331348538398744,0.33846720719625745,0.33846720719625745,1,1,True,True,False,31.406769,,8.813316,,,296.8048995971678,145.06163,10.702817296981808,7.178801536560059,,10.347635,37.715218,6.226825,5.872823
FV10,w25_00003703,jogging,U04,D02_R01,0.5508899092674255,0.4315145482252645,0.4315145482252645,1,1,True,True,False,33.961796,,9.760765,,,321.85955047607416,154.17728,8.80847325325012,1.1004090309143066,,10.972631,37.715218,13.258829,12.904827
FV10,w25_00003704,jogging,U04,D02_R01,0.8729602098464966,0.5762673982596664,0.5762673982596664,1,1,True,True,False,36.29194,,8.594873,,,294.6144927978514,136.98691,7.80685493946075,8.33210563659668,,9.854802,37.715218,13.258829,12.904827
FV10,w25_00004372,gentle_jump,U04,D08_R01,0.9998494386672974,0.41979887637655794,0.41979887637655794,1,1,True,True,False,37.0152,,7.8687553,,,199.71368179321283,121.29934,20.022155046462988,2.383309364318848,,5.7464776,30.537643,10.169384,9.364799
FV10,w25_00004373,gentle_jump,U04,D08_R01,0.9999957084655762,0.4722939900607163,0.4722939900607163,1,1,True,True,False,37.0152,,7.816104,,,199.71368179321283,118.94155,20.022155046462988,4.240936279296875,,7.0735593,31.186207,10.169384,9.6955185
FV10,w25_00004374,gentle_jump,U04,D08_R01,0.9999974966049194,0.41979887637655794,0.41979887637655794,1,1,True,True,False,36.173973,,7.545864,,,224.36149063110344,123.74316,20.022155046462988,3.759605407714844,,7.009245,31.186207,10.169384,9.6955185
FV10,w25_00004375,gentle_jump,U04,D08_R01,0.7412121295928955,0.30027200355391637,0.30027200355391637,1,1,True,True,False,34.739994,,6.6606045,,,157.87246665954572,95.67443,5.168326079845421,3.3614742755889893,,5.408326,20.806896,8.430651,8.18089
FV10,w25_00004377,gentle_jump,U04,D08_R02,0.9996366500854492,0.24893167274417688,0.24893167274417688,1,1,True,True,False,21.636301,,4.973408,,,120.92322998046872,84.38315,13.340759420394871,5.967857360839844,,5.492803,36.38972,10.439816,10.349803
FV10,w25_00004378,gentle_jump,U04,D08_R02,0.9983577132225036,0.24893167274417688,0.24893167274417688,1,1,True,True,False,21.636301,,4.9707966,,,120.92322998046872,72.4547,13.790293788909889,3.8743526935577393,,6.664167,36.38972,10.439816,9.287373
FV10,w25_00004379,gentle_jump,U04,D08_R02,0.999052345752716,0.24893167274417688,0.24893167274417688,1,1,True,True,False,21.636301,,5.276462,,,120.92322998046872,73.02429,13.790293788909889,3.886348009109497,,7.227856,36.38972,10.439816,9.6026325
FV10,w25_00004514,hit_table_with_hand,U04,D09_R01,0.762090802192688,0.37707564272205285,0.37707564272205285,1,1,True,True,False,35.922985,,7.3951025,,,173.40825729370098,122.265144,6.418882203102102,5.946841716766357,,9.431365,47.978462,17.015585,16.912117
FV10,w25_00004519,hit_table_with_hand,U04,D09_R02,0.9593258500099182,0.20296480692023153,0.20296480692023153,1,1,True,True,False,30.201965,,5.2980456,,,105.97502479553202,66.45515,5.126664209365842,3.556235074996948,,7.2087607,42.813747,17.732096,17.614836
FV10,w25_00004760,clapping_hands,U04,D10_R01,0.9993534684181212,0.24893167274417688,0.24893167274417688,1,1,True,True,False,25.347488,,5.0726447,,,171.05035934448236,85.82734,22.18255281448364,5.999825477600098,,4.8389735,25.516243,11.512251,11.426376
FV10,w25_00004761,clapping_hands,U04,D10_R01,0.9999960660934448,0.3026630525359382,0.3026630525359382,1,1,True,True,False,23.757046,,6.0340524,,,223.1865135192871,119.34393,20.65963516235351,6.535222053527832,,7.0439916,25.698523,11.512251,10.971256
FV10,w25_00004762,clapping_hands,U04,D10_R01,0.9999936819076538,0.28081096633353375,0.28081096633353375,1,1,True,True,False,23.757046,,5.8453894,,,209.5551048278808,113.23423,20.65963516235351,5.870294094085693,,7.2822647,25.698523,11.512251,10.67292
FV10,w25_00004763,clapping_hands,U04,D10_R01,0.9999560117721558,0.39521749932291705,0.39521749932291705,1,1,True,True,False,27.782505,,6.4709034,,,219.3846138000488,125.92377,18.62578783035278,4.944234371185303,,7.630567,30.198137,11.512251,10.67292
FV10,w25_00005072,open_close_door,U25,D11_R01,0.9987143278121948,0.06602313135155517,0.06602313135155517,1,1,True,True,False,10.993452,,1.8742628,,,57.62838897705075,31.013813,4.662533819675435,1.6019234657287598,,5.025149,20.33229,5.431772,5.1057305
FV10,w25_00005073,open_close_door,U25,D11_R01,0.993684470653534,0.05145133253133368,0.05145133253133368,1,1,True,True,False,10.993452,,1.9462423,,,60.80600757598876,33.501183,6.593555498123168,1.4783382415771484,,4.0214334,19.344486,5.431772,4.8930736
FV10,w25_00005074,open_close_door,U25,D11_R01,0.9960469603538512,0.06602313135155517,0.06602313135155517,1,1,True,True,False,10.993452,,1.8331509,,,64.47801456451415,35.939316,8.175700569152825,1.3449273109436035,,5.318195,22.767399,5.431772,5.196989
